Capacity,Optimization,Best Response,Replicator Dynamics,Fictitious Play,MCTS,Allocation Algorithm
1319,0.0,98050.81257360935,98413.20725033357,99347.8017498164,80800.62782781782,97313.38224393353
1321,0.0,98576.50296641163,90732.95285838895,105328.45318744701,95630.60776319503,120011.38349393902
1327,0.0,121850.14271669906,104912.55199356379,127380.85089646802,121233.09360162493,113997.36197430047
1361,0.0,160418.50458245765,138931.11832283207,121643.22754624252,121982.56256434569,10007.687455667683
1367,110627.4169555513,109312.54345296432,112504.18637130012,110872.84794488591,112263.47031091555,92298.64212495601
1373,0.0,130214.84371034088,105392.64735697876,132360.65752255064,112220.25304748071,27460.14747493314
1381,0.0,140072.91654639153,121597.13224419218,115316.90356207821,98448.15268150708,119829.95827644487
1399,0.0,141961.08041643514,148012.80696345711,128788.75793536038,117088.5357730549,150360.43216063292
1409,0.0,124561.2627275279,123343.96518453262,129976.36605011499,103388.11755576688,120233.40975053818
1423,0.0,103823.5277266552,92049.21162473163,84862.9265201198,106343.99032106435,96917.20180638111
1427,0.0,108469.96936284173,98128.10257658552,99792.24999491619,103549.20588880767,105455.67072791295
1429,0.0,100560.25291339822,98287.2288215973,98416.23027054749,104687.75420439821,87384.23369829507
1433,0.0,110893.62185233673,100071.50587077673,120526.5706104566,105514.70984686248,136350.6398675371
1439,0.0,188390.52347467357,170274.19069919782,201902.69341018537,196493.1204508333,35124.0676290594
1447,0.0,143387.13463449467,144585.7068721758,127322.58839925735,121768.8507151357,135328.87395635186
1451,0.0,105051.22446189434,104543.32511458617,95768.06491896193,102324.08718876587,109833.07982798349
1453,0.0,86151.88952199976,92943.79187279829,82514.70259107239,91164.07690483598,79235.2253306136
1459,0.0,138566.77703579408,139391.18192433898,127911.33489802385,147207.8107440436,25093.74132935962
1471,0.0,144206.1839143392,122574.33296472474,137799.81014145172,145464.2653647296,24322.031188926478
1481,0.0,146010.82883577558,163441.64917621767,174787.35723178126,136912.4813716986,130278.59414496862
1483,0.0,121754.32514455168,117628.49077731026,130203.68069821746,141767.8032531065,116043.50853346431
1487,0.0,128151.31456349841,104583.52881657214,116434.06024124313,118043.75183093736,1896.5806066388218
1489,0.0,122143.55748603615,108907.73965480238,96179.83961475575,116501.91092422808,119135.46369103943
1493,0.0,107949.79171651695,118629.94318597757,6698.134300071508,123330.60102925933,112907.76623242542
1499,0.0,47042.27218990266,55828.680384106054,42654.44599520151,54665.7361013579,52098.35710297832
1511,0.0,117709.44013477894,105222.92962949545,104246.57304108409,107806.46393071582,113395.83361192474
1523,0.0,142630.18304919876,111414.90407865666,144295.45701179618,123975.02231809303,133248.66282308474
1531,0.0,128751.88100902145,116100.62811350985,126685.42955371142,119927.37351761722,109872.4297655879
1543,0.0,142156.56104377098,127642.05144515028,113448.9477176169,146708.1412405566,125506.79173868109
1549,0.0,129822.57130322282,108347.32054806766,23278.378465459118,117251.24598764959,120358.10096138602
1553,0.0,135801.09339794458,141493.64711063413,148862.36113254598,145463.47744282807,130191.80699314352
1559,0.0,137094.27896631227,152590.76254802002,138444.32122443125,127314.58650500435,120624.85484599508
1567,0.0,139716.85930144694,151133.76049123684,142307.02936571097,146565.545015806,117319.4035589972
1571,0.0,115922.562991143,132909.90379897377,120912.66765184123,122707.62628083241,129634.41833424091
1579,0.0,134700.37449820078,121193.86744038356,36768.944306718346,120986.28571758796,124863.33937859802
1583,0.0,120016.51681861226,98593.9113165454,100021.82272204311,124799.08296201481,119475.92372149786
1597,0.0,170846.1438989915,170073.68654192542,151981.35065086087,163430.51065381352,163289.7883054774
1601,123169.57512458417,140422.02977920722,122419.63507614784,119106.91440287126,134271.3718370537,128269.92359221065
1607,0.0,120803.50450585329,92191.46274944043,99772.10134679652,113545.58897724331,16084.621874979035
1609,0.0,123402.18028235793,158456.50863871814,148092.91721740746,120245.38095153257,144702.96397774122
1613,0.0,106267.17253895549,78233.7964334268,78381.32118127843,107194.24391077292,97181.21176582538
1619,0.0,114029.16529209586,131088.833206529,129543.6108087765,131140.54022415885,119492.30078837051
1621,0.0,95970.30457004352,93972.88844044358,101103.49351376618,98623.43324163441,95177.71880976766
1627,0.0,113160.45837382883,124725.48446000644,117035.10862892994,120853.13813304003,96287.24144164576
1637,0.0,172050.14375546225,142617.24405797527,154977.1522673286,151077.42078446178,164211.21055648103
1657,0.0,134411.97180853042,149831.1448434693,18442.267637045818,165998.10499194573,148536.01129903732
1663,0.0,94318.62335902236,96039.87001188521,69351.14795481059,80070.84826240002,94536.4869890205
1667,0.0,98319.28071740993,116637.27716428955,120527.87495152828,82927.02252606941,103901.58526004732
1669,0.0,110174.46246201431,96979.25110840381,105649.48056199867,96541.86169171345,119584.29298064127
1693,0.0,80698.32329278537,96306.11563619133,83268.94929372324,109780.96351045153,84571.568417979
1697,0.0,130860.66188658318,146815.7198873015,154263.4237453201,135845.73564668605,158079.55968987208
1699,0.0,136418.69088317826,165808.93121938145,153052.7612529719,141308.71928912718,131246.7523968065
1709,0.0,134830.87958869303,125591.02843790034,36625.846107697034,130382.73755712538,133316.6993482996
1721,0.0,118883.08047210437,141297.87586654708,105617.49629957476,114193.37934016707,122620.49622683888
1723,0.0,117004.57743321676,162205.1426887231,123475.54524301105,146158.06411514472,131390.13419073238
1733,0.0,139127.72542910773,127290.06625165234,117545.82022588322,123414.01934131532,21241.054301574877
1741,0.0,123945.9467888391,103922.69503703855,97133.5389135411,89904.43020278032,103146.67947333102
1747,0.0,126492.20234486347,153963.37961160752,121962.9459152566,114185.57056398677,143639.30261892447
1753,0.0,132151.13574344665,124240.24343336585,122219.30979520569,150895.4185355183,129411.22950068823
1759,0.0,119725.8479736605,117318.1853502246,117148.60828405479,111631.36909276879,111003.19393277835
1777,0.0,101324.36702619419,106407.07533792834,107378.17345077462,92575.6840013204,102590.24444543548
1783,0.0,148483.1861193955,160337.56209020515,159287.32947777197,131360.08973597878,167156.4188767685
1787,0.0,145578.46665590038,120940.66728807517,141547.00791450363,117593.35731824003,136986.96426437804
1789,0.0,132774.94655742636,126540.42525982508,135072.27888712246,127102.64314798858,18749.850318448363
1801,0.0,195104.3103245123,184450.30137568753,192280.09364641446,187903.79325414897,181834.14212088368
1811,0.0,124471.26559555845,110661.69939219907,107341.60513947629,119494.86023860914,102429.56730916242
1823,0.0,161510.0962902659,131474.09188876863,139724.37188721518,135019.7135400251,137171.19808906136
1831,0.0,99270.79291212317,108882.25341073018,117516.98023716662,109592.65928584668,119244.30415310302
1847,0.0,105982.1173520938,110839.9253199551,22187.14097720046,98295.87593566328,118500.95437428317
1861,0.0,104831.38823589931,126580.89066594135,98319.44068919467,111717.34939749987,103936.30706131046
1867,0.0,71175.89375696928,90597.15725699012,89518.99748913018,78541.37679749823,75522.57804170935
1871,0.0,131101.9435616358,114613.1661331842,106849.53105895425,124761.05414718913,121494.69246852548
1873,0.0,108481.74924321986,127267.30862184674,106405.68324820341,122320.88269688017,128755.0593979747
1877,0.0,116241.25955939297,119239.64683422448,144329.15380672165,114244.3565059949,126786.95251166854
1879,0.0,150043.3301400388,138323.45068182683,131502.20141746328,130069.96657532518,139393.1160444465
1889,0.0,126058.47920576467,144363.71522778732,121090.42508423541,118374.6000316416,136065.31054847708
1901,0.0,133734.7756415772,142939.88471476766,116028.56464653967,138025.96363529383,140231.5892699602
1907,0.0,122653.9284522961,133986.40012191556,152681.28202665108,138286.5887685985,155688.16514892245
1913,0.0,70916.68058516063,95317.54086700744,72443.65143605461,80447.19135761933,77285.16842949962
1931,0.0,122958.8572490905,103505.36190019168,118783.63092638756,106549.85164387242,120207.09509357982
1933,0.0,142526.5378790386,163333.6058587751,160634.3162647796,141741.35309435843,153344.98034048898
1949,0.0,116433.21805908548,135848.3683304163,116661.21034745479,118056.02588584393,121670.81003313084
1951,0.0,105840.98955657557,114322.23935980105,99233.06354527516,115478.59226718592,121493.12004869079
1973,0.0,139918.54988112272,127418.79266680151,118963.99269441525,130861.58107269887,128971.78347750631
1979,0.0,118256.97057112688,113404.63541584177,137547.92286175757,115520.86682384618,110992.2478451762
1987,0.0,87600.53347704234,95736.3850689766,74007.98099479485,108214.96879054538,88527.57528099467
1993,0.0,139382.26427884802,152184.37495550554,5983.660302276076,150312.80053809547,152749.05732890105
1997,0.0,139703.23087987633,120919.73968641902,127976.82455138692,140766.38562234165,133160.30660035234
1999,0.0,119881.72547166358,126409.93159352966,118235.07123416702,95000.24498554939,115086.35693137966
2003,0.0,102262.77320471106,100588.68277439277,98800.8049817943,79875.5943031098,102555.21580794279
2011,0.0,132847.16233506417,119498.0531657768,120075.41640068023,118582.94834549242,135517.71725260865
2017,0.0,92026.094770484,119716.80722846994,95734.62963704467,102583.133485539,116136.171509086
2027,0.0,86015.11506264296,78799.27847583785,81727.57585606363,78138.50115532393,78007.68486397646
2029,0.0,84511.00444051776,80647.7209008002,81951.30638816986,81652.45530665458,91616.63714056934
2039,0.0,162920.37994853905,183055.86646147355,166300.5048406077,152449.4026916548,139535.41126127704
2053,0.0,110677.1959160032,122209.51379526535,121959.30838983564,129250.54047936738,122470.54056426455
2063,0.0,94691.80729309937,100916.50059646078,105151.72960821349,104611.95462062431,97810.36519501662
2069,0.0,181918.2020872974,190791.0830413183,184987.48052276738,158864.05151000997,19497.753103478495
2081,0.0,148608.20968402456,141535.10283291168,155124.39586202236,175042.10229483552,146795.7922759309
2083,0.0,143483.87379255475,125289.43635788787,142444.93758747357,122165.10413660445,9704.61748803211
2087,0.0,102404.11042739898,106688.40678829537,99517.98809131238,108737.01975064882,102598.09651071359
2089,0.0,106982.09613101732,126048.15552490254,125608.41048623002,96977.10175083097,131010.31769710199
2099,0.0,141134.89125492127,139358.21312626818,10015.670300812331,128298.4485947139,151612.38050958476
2111,0.0,144109.9827467888,143977.495903539,118047.56404165126,144956.87206477244,114081.52763823162
2113,0.0,145253.42347626347,165807.59557145898,132367.6819828932,148202.37743022066,147549.15396728268
2129,0.0,134532.17711884785,114019.62593645432,110150.39594721305,133309.98998985987,135424.38864843387
2131,0.0,113482.23065381558,119408.54896986709,117747.00234112875,101115.06712654587,115027.97375211013
2137,0.0,112297.78828745849,131492.91683359898,122835.85544080779,103802.22370798893,101088.69762038365
2141,0.0,138091.4581990138,119888.50894872352,113055.98795595899,117772.10765769123,120227.42748125122
2143,0.0,174449.56058309096,126281.77041467182,161186.54337892923,171109.5925231481,153127.25540434167
2153,0.0,130749.02782532998,129334.37940855153,122476.41936490219,139975.23276845977,159000.9207502745
2161,0.0,100902.76722333019,123845.93509859905,121103.57945854391,133342.8029021997,103978.21101318538
2179,0.0,94929.31736587649,78586.55097262596,87756.15526414981,85467.61443015547,86681.2565541641
2203,0.0,175873.0416908244,148788.64699277002,143589.7720699827,136708.27017370003,141042.9760369554
2207,0.0,109529.94356885392,101976.72858347019,94959.04356290442,87844.28003854617,102067.9129581563
2213,0.0,136067.07103144474,126882.79992229026,148209.16415546846,143800.5227644195,146654.10573062347
2221,0.0,127804.38530345351,119993.24592043691,103642.84866536495,112631.52756287582,95240.13295392
2237,0.0,140659.8845549423,143045.8670872892,147111.55605609395,155875.66170687843,158554.37239189376
2239,0.0,129716.6120924404,136491.9540329717,127401.04024040658,128732.65281451982,128311.53790839852
2243,0.0,77319.5034156912,101563.53072237168,86693.55155749575,88609.17209253137,91728.83550809197
2251,0.0,157574.30560222722,180270.359898446,12732.952658153943,143283.67483220433,154893.43367061164
2267,0.0,129531.52367994995,156772.3991504447,128961.10212021868,138744.80933054906,13122.974762442962
2269,0.0,98297.2382591482,99424.25362413356,103419.96585015664,104562.69143678283,114478.79237925801
2273,0.0,169850.20024471005,151494.36096388468,157063.89836473364,164839.73622498944,146386.4616726173
2281,0.0,175306.44012971479,174755.161044446,170478.30474961578,162468.9076255117,171193.49239958485
2287,0.0,90510.97127809701,101220.02304914556,105410.74365270598,102025.15195988635,73217.05100642974
2293,0.0,161776.78970970365,146582.31545393085,153120.5236839626,164863.84923067072,155219.61734744872
2297,0.0,113175.94036244368,138328.68268584393,128144.78387600048,139489.00577205303,132645.92175967796
2309,0.0,130681.29107654534,146753.44385677544,109393.12223920359,146739.76712585826,111091.29679738384
2311,0.0,112288.49126462304,112009.1710844853,143974.5349811537,132309.2100628351,146650.90762920596
2333,0.0,140797.50392593225,136501.96197221027,138625.59631398768,119352.18931856513,148708.68469632472
2339,0.0,114183.64117886512,113411.0009499446,84313.32504017465,111749.91913538438,92754.30184487764
2341,0.0,112391.56530619483,100146.31914198893,37143.88521662453,105843.31119660016,108405.57002233881
2347,0.0,111111.58122857299,124000.7979750724,116351.91514525401,102298.35235227749,98070.49777475928
2351,0.0,132921.88710922678,136618.5152170342,134550.2763572081,152293.98892708085,134177.3979276325
2357,0.0,148100.09738880844,133054.47423007496,174278.10381110953,153421.918315421,142655.4588303956
2371,0.0,154309.842139056,161306.13594852752,158424.11140302182,142681.64406917765,139731.7724782221
2377,0.0,131754.22208281088,132087.60889902138,19484.59141705524,108089.17469076312,138291.0590839651
2381,0.0,133095.54768849362,131774.55273557955,112843.66284427197,146418.5946492087,101732.02410337963
2383,0.0,144859.0140723891,120666.30192663375,126191.35452703634,140842.88802898076,124379.11199568934
2389,0.0,86520.90466160506,79735.33180634098,78941.37360769066,71862.17087275865,67803.58967467623
2393,0.0,100588.25223058747,86917.82713892031,100403.31427730272,71912.2206982763,70360.37247943717
2399,0.0,160372.2050222158,137247.0489137504,137327.10685679794,126609.71296674295,141226.68562418054
2411,0.0,94740.9193868336,105936.29156151936,86729.38821556236,95361.9550574714,84787.7768072292
2417,0.0,142374.11162477604,165144.91524543636,157348.21844958386,151547.45061731103,166369.09292652915
2423,0.0,138969.51136803743,139013.3592786786,144498.991665099,113591.55783413757,132578.2338718984
2437,168364.74300176173,159525.79915078593,169011.8199977495,166907.56846542738,178413.93807032183,147183.45920458552
2441,0.0,120543.03118738031,108672.7896353728,102604.60719065591,99530.40870736388,101813.8216400837
2447,0.0,119647.85285107887,108920.16954132338,136884.79589986106,115495.93279068638,118152.88332359394
2459,0.0,103136.00594290592,119938.89504989554,109770.15006133402,82172.90983535143,94373.7095226505
2467,0.0,127674.92662319264,109518.51892493918,110428.94634997027,110896.31859888716,120055.81477229862
2473,0.0,97082.94244077908,83874.68021663684,97711.26334210242,99953.19242556622,103342.11974822824
2477,0.0,138029.01286726314,162583.1313695798,151821.1170856902,113587.86693087258,135613.58021140573
2503,0.0,158049.5686633899,130722.34296089591,145472.73626665422,142436.12471119614,166747.8180208429
2521,0.0,102071.21201856772,108405.30029858074,103367.45915961784,131839.6639783549,106983.21135027093
2531,0.0,160404.49613268045,156454.34032224663,152052.12476087656,142368.6157033344,131053.49575182216
2539,0.0,124375.38852471493,90026.23162912413,107228.55967146005,100384.62385490263,32951.49816691351
2543,0.0,122873.56737105921,105503.77712206444,104276.42986888447,123162.68575005775,102410.56183846817
2549,0.0,166789.46025255014,159225.52621283216,141687.67333137116,148998.92345399575,164177.53696271172
2551,0.0,135871.1577738048,137514.5677594552,149477.7889135128,124293.06234585265,118956.23677391799
2557,108510.1939632738,118662.63563431773,117250.53286544258,122007.27198161253,125303.41884648963,126693.9454484411
2579,0.0,104316.08149007484,101942.68082328622,105648.11237281552,112814.57265330106,107009.4904133818
2591,0.0,118341.88675547621,119031.14280550026,123957.21128679223,135825.62318176875,104298.64965877583
2593,0.0,105157.07859016026,117932.5728090924,104270.27657027703,85864.22865402547,119604.61391718201
2609,0.0,151916.71548488556,162002.04414969223,149344.9624060058,151369.4691144346,23830.295120201703
2617,0.0,120002.8685365395,136128.70195550282,158693.7617944038,137212.4433131885,139945.88262414673
2621,0.0,145250.675091892,148974.00676259017,139150.47921415267,161289.37502058977,172225.67715832646
2633,0.0,141180.55493067324,145210.5930272823,158924.680973237,123816.45670618596,135568.15540003614
2647,0.0,99656.95522295492,105355.39825886404,127131.0890076003,103172.85382719077,94623.25804527663
2657,0.0,105516.48432044676,115379.98334716889,113419.01055402777,119844.2201461189,120811.47932399843
2659,0.0,146794.8608112627,157748.86087406584,152381.92658135897,139059.45571536853,173567.51788368254
2663,0.0,111866.90179226687,92275.41625028722,106625.74649209694,80718.17064717015,105007.07000356172
2671,0.0,151397.4590253155,148309.03403736674,170082.33424914442,142888.39185230248,155125.11803671293
2677,0.0,131663.9424319488,148815.7019415716,141019.6489137598,115226.3373753805,137040.62593361904
2683,0.0,156692.73423110342,139894.45433296115,139633.85839487365,152561.41855825798,158179.49588711106
2687,0.0,111999.01948126791,147310.2775191484,142957.87099227635,125699.52888607989,113316.77729568833
2689,0.0,93737.6671568484,94221.73112936124,120456.15882122534,101962.49420617628,112008.82612062826
2693,0.0,135576.64694488727,144893.88301595743,133997.89754140732,139695.87989551842,141516.85832343771
2699,0.0,155825.39254267563,174403.93082148136,125387.6923777556,140792.218255805,176168.69507114508
2707,0.0,153180.404978281,157612.18709741757,116716.50323557541,128406.53183064013,155628.72031197924
2711,0.0,116014.7624500925,127672.59064285975,114478.34230955162,135284.04753450767,120146.94995115924
2713,0.0,165982.73524109682,156187.98977987265,138804.48366007255,147172.35989747295,158899.33805161784
2719,0.0,127919.71269507156,143678.44644839148,151821.2152738239,155835.27508476548,153199.1315165588
2729,0.0,125452.98552234072,130521.04769510108,116919.40875770076,132019.95072816615,123073.52349133499
2731,0.0,128118.33674107345,121521.49223931125,110844.7578592128,139938.122846946,113017.44746559378
2741,0.0,157135.70977659285,178548.54011897594,178591.77691425488,140908.6067755955,157453.34214004868
2749,0.0,155820.45260866487,183395.57693958856,148144.1413677935,187437.4638763874,181183.83280902807
2753,0.0,166801.2110007901,127480.54757502432,158475.7438347863,153740.0645166193,153050.82562200335
2767,0.0,159053.5176748442,138454.98503888346,9814.281525127464,156463.40751417223,1933.0865803644938
2777,0.0,141613.30417137872,139922.6938612949,155956.4639071247,151824.0743146087,160055.85275337362
2789,0.0,97234.82390705864,105795.77331910472,99377.20195581291,102739.65959892843,106102.75583630498
2791,0.0,144629.56822073465,151709.53647849866,146144.67116687668,173728.96789613954,166964.7606990762
2797,0.0,188929.60747529462,182969.30723642168,178884.70170959443,149554.03528883422,196602.54980020376
2801,0.0,139707.52050486882,159337.4586830543,135572.71685336344,153819.69345598097,143727.1381084634
2803,0.0,136922.46025375093,149680.51212213893,151401.69826967,151394.94881048513,137239.34720388462
2819,0.0,140442.02151964538,118707.39809751505,151629.4019759675,149864.46856062723,8539.243677726223
2833,0.0,133873.12905779693,99048.70075219705,114711.38791877497,119291.92798751114,109781.95038507739
2837,0.0,144145.8164176666,120710.50466847452,132292.0990648787,150175.93112664705,9897.127475672867
2843,0.0,105754.90450460964,111258.59182014206,104023.10764466693,94563.60020519211,93706.47703495267
2851,0.0,148320.29984607693,143362.3921154007,138628.91407294685,115775.28896821872,134630.50986678587
2857,0.0,134563.32543945994,115619.18281756536,122426.11755286905,126537.01391980276,105564.44016748085
2861,0.0,97452.0495358462,106220.40411952243,15319.726721580959,127078.51904583661,116230.77270435495
2879,0.0,108809.28302739628,132594.86460381374,123420.1673147482,134707.85007367612,145084.77033642656
2887,0.0,150056.6159949068,140382.4735386206,151565.39786241294,146783.55188002362,142098.0197196563
2897,0.0,141663.194099747,113001.67806776444,100999.77407272779,132790.0496029381,145983.32713060157
2903,0.0,104827.13788388942,122279.39418037536,124583.68819533885,143758.09252705815,122387.1034224949
2909,0.0,118130.02953195367,90302.9596208469,115395.34819704112,114848.47733534519,107778.79814576643
2917,147632.09926364903,154021.3001213196,135411.30738409684,13934.495252918927,142042.04492249392,147835.98435542782
2927,0.0,120844.09284476558,118691.69536481601,103313.1001253278,121452.21870671154,131137.06574936458
2939,0.0,133601.15286712893,113570.15722086477,121657.91529278335,115211.70200174642,24453.855775218108
2953,0.0,198973.22821089,189012.07464211562,202422.07297941233,185261.3718666643,201833.10361410538
2957,0.0,120804.97870705235,154412.23451556408,119741.69449462819,152670.53657525242,118024.62087858198
2963,0.0,151019.3504506593,156522.81544418167,78139.77915180224,149125.10970318585,147930.9276221434
2969,0.0,150837.4027330626,139587.18428357664,142656.39540245544,143812.7216350945,137504.27745418457
2971,0.0,175279.21574566496,200064.70462223334,174012.245081278,181333.6761136921,31455.798725160865
2999,0.0,86701.94477229843,101109.79419567627,96382.17254725138,86653.01237510226,93793.13713560728
3001,0.0,111228.4579849261,114704.90628944042,90613.0302832726,108293.41916057299,112886.59086615362
3011,0.0,152556.07047476125,160130.4122208833,141240.79302614572,152653.36767935436,152774.019942521
3019,0.0,131189.51202844526,137714.42781696218,132415.83803438366,145513.91514603794,126905.35001900885
3023,0.0,124695.88235678323,128972.13557904627,135820.55222096838,132649.47984293854,110469.17513824123
3037,0.0,137247.9674381306,111615.43472441703,112259.23965761739,126028.72760586176,117143.32475777129
3041,0.0,91263.36841337026,84249.98841710443,83210.79961698913,75931.38101311184,5458.960183967408
3049,0.0,145898.99261487293,146577.91620033496,12927.23162760768,125358.99231703341,142643.83452544405
3061,0.0,156304.435473852,139486.70132007726,165852.39671965124,128239.46693841397,146573.72510503998
3067,0.0,154025.92212897778,135467.24513813527,128944.6698059813,141486.85762235557,153781.42333448605
3079,0.0,172009.66156220413,164777.0574744594,155217.57959953346,151074.50183865186,131036.73493353749
3083,0.0,127263.60180096874,165764.3224091875,160995.30497795634,152241.9225111025,150808.78836554254
3089,0.0,120609.41886084381,120593.80127157904,131409.96254962502,147993.9473466673,102057.96400435598
3109,0.0,173131.42949512778,170149.20353021403,186256.14501561644,147604.25959515,12053.101947464385
3119,0.0,102008.29096163332,123913.4670186076,92217.78653472802,95892.03498762591,111088.01990263438
3121,0.0,160004.46350668496,192383.0910503539,166002.91207627114,158739.59153434978,153483.89307346754
3137,0.0,99550.67547803081,97508.16466331854,116584.03778964635,107296.92312089757,80432.92105016523
3163,0.0,177085.80147384325,138901.8671783431,157787.54278940873,150396.50954003495,154784.18794528797
3167,0.0,170090.39744628567,169701.81026867245,176671.06829983395,200684.716904832,181192.3337611502
3169,0.0,119213.9871761639,148708.60398565792,131759.05111470702,135715.80262329616,15982.949789305998
3181,0.0,187462.21140937874,159747.24910532276,154278.26026989648,145209.19138598337,168858.03001736526
3187,0.0,129697.52839857507,152635.75614745618,127020.04880845464,133598.52900128346,129044.34613703766
3191,0.0,155109.9082404246,175997.41666196525,149578.9920338981,138044.92692703012,28485.738043019614
3203,0.0,115588.05396607076,101275.02419690591,107819.29127306138,145179.32645509962,133000.0556537101
3209,0.0,64647.91721852099,74245.95293061972,61186.50859312508,62057.0832412005,56526.97873344982
3217,0.0,125452.24328114082,148396.24134817385,128617.63450934525,155167.06755611516,136712.22353101443
3221,0.0,120928.87851938477,119436.7660277395,125316.99199860782,123174.96185369801,142598.1377287712
3229,0.0,122801.11748784273,93536.63194064038,133856.68545929092,115197.6976041708,120251.94104476305
3251,0.0,158833.8021989747,146317.67287224645,138321.01352866527,151683.80026855343,132890.74143609533
3253,0.0,113262.54255786442,105480.82346224476,98486.01368268697,108102.4141173745,118336.30575534682
3257,0.0,126737.69735271756,128922.10395290436,120192.94737028619,132153.2149830441,90856.35373559006
3259,150850.01190467298,139747.72445332125,153822.33122212134,137559.55130560516,140454.98462126777,148610.21387980052
3271,0.0,93596.27159019554,117819.5864331959,116160.5678542533,119390.5204851143,25659.993443577445
